,Unnamed: 0,Unnamed: 0.1,name,address,type,ranking,price,direccion,comunidad,street,street_2,coordinates
229,41,41,Musashi,"Calle Conchas 4, 28013 Madrid España",Japonesa,#521 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Conchas 4 , Madrid España,Calle Conchas 4,"Calle Conchas 4, Madrid España","(40.4189929, -3.7077919)"
230,42,42,Yerbabuena,"Calle Bordadores, 3 Metro Sol u Opera, 28013 Madrid España",Europea,#555 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Bordadores 3 Metro Sol u Opera , Madrid España,Calle Bordadores 3,"Calle Bordadores 3, Madrid España","(40.4163792, -3.7078349)"
231,43,43,Bar Tomate,"Calle Fernando El Santo 26, 28010 Madrid España",Mediterránea,#1.563 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Fernando El Santo 26 , Madrid España,Calle Fernando El Santo 26,"Calle Fernando El Santo 26, Madrid España","Calle Fernando El Santo 26, Madrid España"
232,44,44,La Catedral,"Carrera San Jeronimo 16, Madrid España",Mediterránea,#1.585 de 10.409 restaurantes en Madrid,€€ - €€€,Carrera San Jeronimo 16 Madrid España,"Carrera San Jeronimo 16, Madrid España",Carrera San Jeronimo 16,"Carrera San Jeronimo 16,Carrera San Jeronimo 16, Madrid España","Carrera San Jeronimo 16,Carrera San Jeronimo 16, Madrid España"
233,45,45,Restaurante Casa Salvador,"Calle Barbieri 12, 28004 Madrid España",Mediterránea,#504 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Barbieri 12 , Madrid España,Calle Barbieri 12,"Calle Barbieri 12, Madrid España","(40.4212517, -3.6980434)"
234,46,46,Torikey,"Plaza del Descubridor Diego de Ordás, 2, 28003 Madrid España",Japonesa,#237 de 10.409 restaurantes en Madrid,€€ - €€€,Plaza del Descubridor Diego de Ordás 2 , Madrid España,Plaza del Descubridor Diego de Ordás 2,"Plaza del Descubridor Diego de Ordás 2, Madrid España","(40.4409682, -3.7004196)"
235,47,47,Matilda,"Calle Almaden 15, 28014 Madrid España",Café,N.º 4 de 477 cafeterías y teterías en Madrid,€,Calle Almaden 15 , Madrid España,Calle Almaden 15,"Calle Almaden 15, Madrid España","(40.4110608, -3.6941894)"
236,48,48,Sazón-arte,"Calle Menorca 19, 28009 Madrid España",Mediterránea,#49 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Menorca 19 , Madrid España,Calle Menorca 19,"Calle Menorca 19, Madrid España","(40.4854916, -3.3430836)"
237,49,49,"Da Luca Madrid, Trattoria y Pizzería","Calle PRIM, 7, 28004 Madrid España",Italiana,#3.057 de 10.409 restaurantes en Madrid,€€ - €€€,Calle PRIM 7 , Madrid España,Calle Prim 7,"Calle Prim 7, Madrid España","(40.9226896, -3.6860684)"
238,50,50,KultO,"Calle Ibiza 4, 28009 Madrid España",Mediterránea,#866 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Ibiza 4 , Madrid España,Calle Ibiza 4,"Calle Ibiza 4, Madrid España","(40.4900809, -3.3426769)"
239,51,51,Los 100 montaditos,"Avenida de Felipe II 28, 28009 Madrid España",Tentempiés,N.º 17 de 125 bares de comida rápida en Madrid,€,Avenida de Felipe II 28 , Madrid España,Avenida de Felipe II 28,"Avenida de Felipe II 28, Madrid España","(40.4237136, -3.6738904)"
240,52,52,La Piccola Trattoria,"Calle de la Torrecilla del Leal, 15, 28012 Madrid España",Italiana,#270 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de la Torrecilla del Leal 15 , Madrid España,Calle de la Torrecilla del Leal 15,"Calle de la Torrecilla del Leal 15, Madrid España","(40.4106286, -3.6993993)"
241,53,53,Bresca,"Calle de los tres peces, 20, 28012 Madrid España",Italiana,#227 de 10.409 restaurantes en Madrid,€,Calle de los tres peces 20 , Madrid España,Calle de los tres peces 20,"Calle de los tres peces 20, Madrid España","(40.4106867, -3.6995223)"
242,54,54,Aloha Poke,"Calle de la Libertad 17 Calle Libertad 17, 28004 Madrid España",Comida rápida,#530 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de la Libertad 17 Calle Libertad 17 , Madrid España,Calle de la Libertad 17 Calle Libertad 17,"Calle de la Libertad 17 Calle Libertad 17, Madrid España","Calle de la Libertad 17 Calle Libertad 17, Madrid España"
243,55,55,Antonella Madrid,"Calle Diego Ayllón, 16, 28043 Madrid España",Italiana,#2.594 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Diego Ayllón 16 , Madrid España,Calle Diego Ayllón 16,"Calle Diego Ayllón 16, Madrid España","(40.4515331, -3.6511783)"
244,56,56,Pupuseria Madrid,"14-16 Calle Vicente Carballal, Madrid España",Salvadoreña,#4.384 de 10.409 restaurantes en Madrid,€,14-16 Calle Vicente Carballal Madrid España,"14-16 Calle Vicente Carballal, Madrid España",14-16,"14-16,14-16 Calle Vicente Carballal, Madrid España","14-16,14-16 Calle Vicente Carballal, Madrid España"
245,57,57,Casa Julio,"Calle Madera 37, 28004 Madrid España",Bar,#872 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Madera 37 , Madrid España,Calle Madera 37,"Calle Madera 37, Madrid España","(40.328579, -3.7761572)"
246,58,58,Vaca Nostra,"Paseo de la Castellana, 257, 28029 Madrid España",Restaurante de carne,#709 de 10.409 restaurantes en Madrid,€€€€,Paseo de la Castellana 257 , Madrid España,Paseo de la Castellana 257,"Paseo de la Castellana 257, Madrid España","(40.4746778, -3.6876214)"
247,59,59,Nipponsei Sushi & Club Experience,"Plaza Santo Domingo Calle Veneras, 28013 Madrid España",Japonesa,#2.852 de 10.409 restaurantes en Madrid,€€ - €€€,Plaza Santo Domingo Calle Veneras , Madrid España,Plaza Santo Domingo Calle Veneras ,"Plaza Santo Domingo Calle Veneras , Madrid España","Plaza Santo Domingo Calle Veneras , Madrid España"
248,60,60,La Tomata,"Calle Alburquerque 13, 28010 Madrid España",Mexicana,#614 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Alburquerque 13 , Madrid España,Calle Alburquerque 13,"Calle Alburquerque 13, Madrid España","(40.4311766, -3.7020589)"
249,61,61,Lateral Castellana 42,"Paseo Castellana 42, 28006 Madrid España",Mediterránea,#3.231 de 10.409 restaurantes en Madrid,€€ - €€€,Paseo Castellana 42 , Madrid España,Paseo Castellana 42,"Paseo Castellana 42, Madrid España","(40.43351, -3.6876199)"
250,62,62,Kitchen 154 (Vallehermoso),"Calle de Vallehermoso, 36 Mercado de Vallehermoso, Puestos 60-61-62, 28015 Madrid España",India,#391 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de Vallehermoso 36 Mercado de Vallehermoso Puestos 60-61-62 , Madrid España,Calle de Vallehermoso 36,"Calle de Vallehermoso 36, Madrid España","(40.4340111, -3.7081041)"
251,63,63,El Urogallo - Casa de Campo,"Lago de la Casa de Campo, s.n Lago de Casa de Campo, Paseo de la Florida, 28011 Madrid España",Mediterránea,#1.629 de 10.409 restaurantes en Madrid,€€ - €€€,Lago de la Casa de Campo s.n Lago de Casa de Campo Paseo de la Florida , Madrid España,Lago de la Casa de Campo ,"Lago de la Casa de Campo , Madrid España","(40.41887405, -3.732703161558664)"
252,64,64,Lateral Fuencarral,"Calle Fuencarral 43, 28004 Madrid España",Mediterránea,#1.633 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Fuencarral 43 , Madrid España,Calle Fuencarral 43,"Calle Fuencarral 43, Madrid España","(40.4749345, -3.7181557)"
253,65,65,Mercato Ballaro,"Calle Santa Engracia 24, 28010 Madrid España",Italiana,#734 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Santa Engracia 24 , Madrid España,Calle Santa Engracia 24,"Calle Santa Engracia 24, Madrid España","Calle Santa Engracia 24, Madrid España"
254,66,66,Brunch Club Cafe,"Calle Barco 15, 28004 Madrid España",Café,#161 de 10.409 restaurantes en Madrid,€,Calle Barco 15 , Madrid España,Calle Barco 15,"Calle Barco 15, Madrid España","(41.0056224, -3.6718678)"
255,67,67,Restaurante Lan Lan Madrid,"Avenida Andes 25, 28043 Madrid España",Japonesa,#1.479 de 10.409 restaurantes en Madrid,€€ - €€€,Avenida Andes 25 , Madrid España,Avenida Andes 25,"Avenida Andes 25, Madrid España","(40.4561173, -3.6196246)"
256,68,68,Luna Rossa Ristorante Pizzeria,"Calle de San Bernardo, 24, 28015 Madrid España",Italiana,#1.141 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de San Bernardo 24 , Madrid España,Calle de San Bernardo 24,"Calle de San Bernardo 24, Madrid España","(40.4231356, -3.7072785)"
257,69,69,Cuando Sali de Cuba,"Calle Ternera 4, 28013 Madrid España",Cubana,#587 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Ternera 4 , Madrid España,Calle Ternera 4,"Calle Ternera 4, Madrid España","(40.4194215, -3.707104)"
258,70,70,"La Tagliatella Fuencarral, Madrid","Calle Fuencarral 127, 28010 Madrid España",Italiana,#9.983 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Fuencarral 127 , Madrid España,Calle Fuencarral 127,"Calle Fuencarral 127, Madrid España","(40.4333131, -3.7041275)"
259,71,71,El b_Us,"Duque de Rivas, 5, 28012 Madrid España",Mediterránea,#365 de 10.409 restaurantes en Madrid,€€ - €€€,Duque de Rivas 5 , Madrid España,Duque de Rivas 5,"Duque de Rivas 5, Madrid España","(40.3459598, -4.0295875)"
260,72,72,Zerain,"Calle QUEVEDO, 3 BARRIO DE LAS CORTES, 28014 Madrid España",Española,#693 de 10.409 restaurantes en Madrid,€€ - €€€,Calle QUEVEDO 3 BARRIO DE LAS CORTES , Madrid España,Calle QUEVEDO 3,"Calle QUEVEDO 3, Madrid España","(40.48841215, -3.360637915837845)"
261,73,73,La Fragua de Vulcano,"Callejón del Gato, 28012 Madrid España",Bar,#520 de 10.409 restaurantes en Madrid,€,Callejón del Gato , Madrid España,Callejón del Gato ,"Callejón del Gato , Madrid España","(40.4740822, -3.8739756)"
262,74,74,El Lacon,"Calle Manuel Fernandez y Gonzalez 8, 28014 Madrid España",Mediterránea,#822 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Manuel Fernandez y Gonzalez 8 , Madrid España,Calle Manuel Fernandez y Gonzalez 8,"Calle Manuel Fernandez y Gonzalez 8, Madrid España","Calle Manuel Fernandez y Gonzalez 8, Madrid España"
263,75,75,Bahía Taberna,"Calle Bahia de Palma 9 Esquina Bahia de Almeria, 28042 Madrid España",Internacional,#195 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Bahia de Palma 9 Esquina Bahia de Almeria , Madrid España,Calle Bahia de Palma 9,"Calle Bahia de Palma 9, Madrid España","Calle Bahia de Palma 9, Madrid España"
264,76,76,Yatai Market,"Calle del Doctor Cortezo 10, 28012 Madrid España",Tentempiés,N.º 24 de 125 bares de comida rápida en Madrid,€€ - €€€,Calle del Doctor Cortezo 10 , Madrid España,Calle del Doctor Cortezo 10,"Calle del Doctor Cortezo 10, Madrid España","(40.41308265, -3.703991681218869)"
265,77,77,Ricos Tacos Goya Madrid,"Avenida de Felipe II 17 Frente a Wizink Center, 28009 Madrid España",Mexicana,#8.951 de 10.409 restaurantes en Madrid,€,Avenida de Felipe II 17 Frente a Wizink Center , Madrid España,Avenida de Felipe II 17,"Avenida de Felipe II 17, Madrid España","(40.4241941, -3.6731294)"
266,78,78,Carta Marina,"Padre Damian, 40 28036, 28036 Madrid España",Marisco,#385 de 10.409 restaurantes en Madrid,€€€€,Padre Damian 40 , Madrid España,Padre Damian 40,"Padre Damian 40, Madrid España","(40.4584394, -3.6853567)"
267,79,79,Dibocca,"Calle Gran Vía,59, 28013 Madrid España",Italiana,#1.325 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Gran Vía59 , Madrid España,Calle Gran Vía59,"Calle Gran Vía59, Madrid España","Calle Gran Vía59, Madrid España"
268,80,80,Casa Macareno,"Calle San Vicente Ferrer 44 Barrio Malasaña, 28004 Madrid España",Bar,#286 de 10.409 restaurantes en Madrid,€€ - €€€,Calle San Vicente Ferrer 44 Barrio Malasaña , Madrid España,Calle San Vicente Ferrer 44,"Calle San Vicente Ferrer 44, Madrid España","Calle San Vicente Ferrer 44, Madrid España"
269,81,81,El Califa Madrid,"Calle Trujillos 3 Centrico cerca de la calle arenal entre CALLAO Y OPERA, 28013 Madrid España",Marroquí,#2.893 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Trujillos 3 Centrico cerca de la calle arenal entre CALLAO Y OPERA , Madrid España,Calle Trujillos 3,"Calle Trujillos 3, Madrid España","(40.4183956, -3.7075337)"
270,82,82,Madrid Rio Cafe Playa,"Avenue del Manzanares, 160, 28019 Madrid España",,,,Avenue del Manzanares 160 , Madrid España,Avenue del Manzanares 160,"Avenue del Manzanares 160, Madrid España","Avenue del Manzanares 160, Madrid España"
271,0,0,Massa Pizza,"Calle Augusto Figueroa, 21, 28004 Madrid España",Italiana,#313 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Augusto Figueroa 21 , Madrid España,Calle Augusto Figueroa 21,"Calle Augusto Figueroa 21, Madrid España","(40.4226652, -3.6990593)"
272,1,1,Centro Gallego de Madrid,"C/ Carretas, 14, 3o, 28012 Madrid España",Española,#9.480 de 10.409 restaurantes en Madrid,€€ - €€€,C/ Carretas 14 3o , Madrid España,C/ Carretas 14 3,"CalleCarretas 14 3, Madrid España","CalleCarretas 14 3, Madrid España"
273,2,2,Taberna Cosme,"Calle Duque de Sesto 25, 28009 Madrid España",Mediterránea,#559 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Duque de Sesto 25 , Madrid España,Calle Duque de Sesto 25,"Calle Duque de Sesto 25, Madrid España","(40.4225452, -3.6753536)"
274,3,3,Motteau,"Calle San Pedro 9, 28014 Madrid España",Postres,N.º 2 de 477 cafeterías y teterías en Madrid,€€ - €€€,Calle San Pedro 9 , Madrid España,Calle San Pedro 9,"Calle San Pedro 9, Madrid España","(40.4116896, -3.6946906)"
275,4,4,Taberna La Carmencita,"Calle Libertad 16, 28004 Madrid España",Mediterránea,#1.076 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Libertad 16 , Madrid España,Calle Libertad 16,"Calle Libertad 16, Madrid España","(40.32839025, -3.855211800038675)"
276,5,5,Meson Gregorio III,"Calle Bordadores 5, 28013 Madrid España",Española,#2.172 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Bordadores 5 , Madrid España,Calle Bordadores 5,"Calle Bordadores 5, Madrid España","(40.4164558, -3.7077761)"
277,6,6,Alma Cheli,"Calle Santa Engracia 103, 28010 Madrid España",Española,#353 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Santa Engracia 103 , Madrid España,Calle Santa Engracia 103,"Calle Santa Engracia 103, Madrid España","Calle Santa Engracia 103, Madrid España"
278,7,7,Manzoni Trattoria,"Calle Rosario Pino, 6, 28020 Madrid España",Italiana,#978 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Rosario Pino 6 , Madrid España,Calle Rosario Pino 6,"Calle Rosario Pino 6, Madrid España","Calle Rosario Pino 6, Madrid España"
279,8,8,Santa Eulalia Boulangerie,"Calle Espejo 12, 28013 Madrid España",Confiterías/panaderías,N.º 23 de 477 cafeterías y teterías en Madrid,€€ - €€€,Calle Espejo 12 , Madrid España,Calle Espejo 12,"Calle Espejo 12, Madrid España","(40.1384846, -3.4252641)"
280,9,9,Palacio de Anglona,"Calle Segovia 13, 28005 Madrid España",Mediterránea,#434 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Segovia 13 , Madrid España,Calle Segovia 13,"Calle Segovia 13, Madrid España","(40.4848152, -3.3518353)"
281,10,10,Cafeteria HD,"Calle Guzman El Bueno 67, 28015 Madrid España",Bar,#770 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Guzman El Bueno 67 , Madrid España,Calle Guzman El Bueno 67,"Calle Guzman El Bueno 67, Madrid España","(40.5695722, -4.2670504)"
282,11,11,Pizzeria Fratelli,"Calle Quero, 83-85 Bajo, 28024 Madrid España",Italiana,#87 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Quero 83-85 Bajo , Madrid España,Calle Quero 83,"Calle Quero 83, Madrid España","(40.3906854, -3.7611322)"
283,12,12,Antigua Pastelería del Pozo,"Calle Pozo, 8, 28012 Madrid España",Confiterías/panaderías,N.º 16 de 152 panaderías en Madrid,€,Calle Pozo 8 , Madrid España,Calle Pozo 8,"Calle Pozo 8, Madrid España","(40.4051266, -4.0025193)"
284,13,13,RECREO Espartinas,"Calle Espartinas 5, 28001 Madrid España",Mediterránea,#146 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Espartinas 5 , Madrid España,Calle Espartinas 5,"Calle Espartinas 5, Madrid España","(40.4244195, -3.6792368)"
285,14,14,Menomale,"Calle San Bernardo 85 Madrid, 28015 Madrid España",Italiana,#610 de 10.409 restaurantes en Madrid,€€ - €€€,Calle San Bernardo 85 Madrid , Madrid España,Calle San Bernardo 85,"Calle San Bernardo 85, Madrid España","(40.4829687, -3.3693968)"
286,15,15,La Daniela Goya,"Calle General Pardiñas, 21 BAJO, 28001 Madrid España",Mediterránea,#1.852 de 10.409 restaurantes en Madrid,€€ - €€€,Calle General Pardiñas 21 BAJO , Madrid España,Calle General Pardiñas 21,"Calle General Pardiñas 21, Madrid España","Calle General Pardiñas 21, Madrid España"
287,16,16,Moulin Chocolat,"Calle Alcala 77, 28009 Madrid España",Postres,N.º 32 de 319 postres en Madrid,€€ - €€€,Calle Alcala 77 , Madrid España,Calle Alcala 77,"Calle Alcala 77, Madrid España","(40.4206967, -3.6851451)"
288,17,17,Zoko Retiro,"Avenida Menendez Pelayo 27, 28009 Madrid España",Mediterránea,#1.140 de 10.409 restaurantes en Madrid,€€ - €€€,Avenida Menendez Pelayo 27 , Madrid España,Avenida Menendez Pelayo 27,"Avenida Menendez Pelayo 27, Madrid España","Avenida Menendez Pelayo 27, Madrid España"
289,18,18,Pointer,"Calle del Marques de La Ensenada 16, 28004 Madrid España",Mediterránea,#3.263 de 10.409 restaurantes en Madrid,€€ - €€€,Calle del Marques de La Ensenada 16 , Madrid España,Calle del Marques de La Ensenada 16,"Calle del Marques de La Ensenada 16, Madrid España","(40.4251896, -3.692052)"
290,19,19,Larumbe,"Calle Serrano, 61 (acceso peatonal) Paseo de la Castellana 34, 28001 Madrid España",Mediterránea,#651 de 10.409 restaurantes en Madrid,€€€€,Calle Serrano 61 (acceso peatonal) Paseo de la Castellana 34 , Madrid España,Calle Serrano 61 (acceso peatonal) Paseo de la Castellana 34,"Calle Serrano 61 (acceso peatonal) Paseo de la Castellana 34, Madrid España","Calle Serrano 61 (acceso peatonal) Paseo de la Castellana 34, Madrid España"
291,20,20,Oyamel,"Calle de Goya 82 Esquina Con Fernan Gonzalez, 28009 Madrid España",Mexicana,#443 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de Goya 82 Esquina Con Fernan Gonzalez , Madrid España,Calle de Goya 82,"Calle de Goya 82, Madrid España","(40.4505892, -3.8596804)"
292,21,21,Cerveceria Alemana,"Plaza Santa Ana 6, 28012 Madrid España",Bar,#1.323 de 10.409 restaurantes en Madrid,€€ - €€€,Plaza Santa Ana 6 , Madrid España,Plaza Santa Ana 6,"Plaza Santa Ana 6, Madrid España","Plaza Santa Ana 6, Madrid España"
293,22,22,Gelateria La Romana,"Paseo Habana 27, 28036 Madrid España",Postres,N.º 14 de 319 postres en Madrid,€,Paseo Habana 27 , Madrid España,Paseo Habana 27,"Paseo Habana 27, Madrid España","(40.4512418, -3.6868017)"
294,23,23,O`pulpo,"Calle de los Canizares, 8, 28012 Madrid España",Marisco,#325 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de los Canizares 8 , Madrid España,Calle de los Canizares 8,"Calle de los Canizares 8, Madrid España","(40.41281225, -3.7018683059565936)"
295,24,24,"La Tagliatella Avd/América, Madrid","Avenida de América, 31, 28002 Madrid España",Italiana,#3.186 de 10.409 restaurantes en Madrid,€€ - €€€,Avenida de América 31 , Madrid España,Avenida de América 31,"Avenida de América 31, Madrid España","(40.4445782, -3.66049)"
296,25,25,Saporem Ventura,"Calle Ventura de La Vega 5, 28014 Madrid España",Mediterránea,#2.242 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Ventura de La Vega 5 , Madrid España,Calle Ventura de La Vega 5,"Calle Ventura de La Vega 5, Madrid España","Calle Ventura de La Vega 5, Madrid España"
297,26,26,El Camoati,"Calle Alfonso VI 3 a 20m de la Plaza de la Paja, 28005 Madrid España",Mediterránea,#186 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Alfonso VI 3 a 20m de la Plaza de la Paja , Madrid España,Calle Alfonso VI 3 a 20,"Calle Alfonso VI 3 a 20, Madrid España","(40.1977481, -3.6672168)"
298,27,27,Juancho's BBQ (Chamberí),"Calle de Alonso Cano 10 Puesto 7, 28010 Madrid España",Tentempiés,N.º 21 de 125 bares de comida rápida en Madrid,€€ - €€€,Calle de Alonso Cano 10 Puesto 7 , Madrid España,Calle de Alonso Cano 10 Puesto 7,"Calle de Alonso Cano 10 Puesto 7, Madrid España","Calle de Alonso Cano 10 Puesto 7, Madrid España"
299,28,28,La Daniela Medinaceli,"Plaza De Jesús, 7 BAJO, 28014 Madrid España",Mediterránea,#2.559 de 10.409 restaurantes en Madrid,€€ - €€€,Plaza De Jesús 7 BAJO , Madrid España,Plaza De Jesús 7,"Plaza De Jesús 7, Madrid España","(40.4141167, -3.6957942)"
300,29,29,La Lonja Restaurante,"Plaza de Oriente, 6, 28013 Madrid España",Marisco,#722 de 10.409 restaurantes en Madrid,€€ - €€€,Plaza de Oriente 6 , Madrid España,Plaza de Oriente 6,"Plaza de Oriente 6, Madrid España","(40.4185922, -3.7112036)"
301,30,30,Restaurante Botania,"Plaza España Número 5 Hotel VP Plaza España, 28008 Madrid España",Internacional,#2.769 de 10.409 restaurantes en Madrid,€€ - €€€,Plaza España Número 5 Hotel VP Plaza España , Madrid España,Plaza España Número 5,"Plaza España Número 5, Madrid España","Plaza España Número 5, Madrid España"
302,31,31,Cachivache,"Calle Serrano 221, 28016 Madrid España",Mediterránea,#531 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Serrano 221 , Madrid España,Calle Serrano 221,"Calle Serrano 221, Madrid España","(40.4546446, -3.6781068)"
303,32,32,Sahuaro,"Plaza Cascorro 2, 28005 Madrid España",Mexicana,#450 de 10.409 restaurantes en Madrid,€€ - €€€,Plaza Cascorro 2 , Madrid España,Plaza Cascorro 2,"Plaza Cascorro 2, Madrid España","Plaza Cascorro 2, Madrid España"
304,33,33,El Soportal,"Plaza Mayor 33, 28012 Madrid España",Española,#9.582 de 10.409 restaurantes en Madrid,€€ - €€€,Plaza Mayor 33 , Madrid España,Plaza Mayor 33,"Plaza Mayor 33, Madrid España","(40.4155635, -3.7065987)"
305,34,34,Casa Adriano,"Calle Pamplona 19, 28039 Madrid España",Marisco,#624 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Pamplona 19 , Madrid España,Calle Pamplona 19,"Calle Pamplona 19, Madrid España","(40.3136546, -3.7193619)"
306,35,35,El Escarpin,"Calle Hileras 17, 28013 Madrid España",Mediterránea,#2.621 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Hileras 17 , Madrid España,Calle Hileras 17,"Calle Hileras 17, Madrid España","(40.4177572, -3.7076556)"
307,36,36,Arroceria La Bahia,"Calle Dulcinea 65, 28020 Madrid España",Mediterránea,#1.170 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Dulcinea 65 , Madrid España,Calle Dulcinea 65,"Calle Dulcinea 65, Madrid España","(40.450301, -3.6998084)"
308,37,37,Bar Postas,"Calle Postas 13, 28012 Madrid España",Bar,#1.369 de 10.409 restaurantes en Madrid,€,Calle Postas 13 , Madrid España,Calle Postas 13,"Calle Postas 13, Madrid España","(40.5734537, -4.008708347680804)"
309,38,38,Mistura Ice Cream,"Calle Augusto Figueroa, 5, 28004 Madrid España",Postres,N.º 29 de 477 cafeterías y teterías en Madrid,€€ - €€€,Calle Augusto Figueroa 5 , Madrid España,Calle Augusto Figueroa 5,"Calle Augusto Figueroa 5, Madrid España","(40.4229651, -3.7001291)"
310,39,39,Cerveceria La Tierruca En Madrid,"Calle de Jose Ortega y Gasset 53, 28006 Madrid España",Mediterránea,#3.543 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de Jose Ortega y Gasset 53 , Madrid España,Calle de Jose Ortega y Gasset 53,"Calle de Jose Ortega y Gasset 53, Madrid España","(40.4301241, -3.6770084)"
311,40,40,Aynaelda,"Yebenes, 38, 28047 Madrid España",Mediterránea,#1.424 de 10.409 restaurantes en Madrid,€€ - €€€,Yebenes 38 , Madrid España,Yebenes 38,"Yebenes 38, Madrid España","(40.3959467, -3.7540916)"
312,41,41,Paru Inkas Sushi & Grill Madrid,"Calle Atocha 49, 28012 Madrid España",Japonesa,#2.094 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Atocha 49 , Madrid España,Calle Atocha 49,"Calle Atocha 49, Madrid España","(40.4131344, -3.7005622)"
313,42,42,El Gordo de Velázquez,"Calle de Velázquez, 80 Calle Velazquez 80 esquina Ortega y Gasset, 28001 Madrid España",Mediterránea,#1.642 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de Velázquez 80 Calle Velazquez 80 esquina Ortega y Gasset , Madrid España,Calle de Velázquez 80,"Calle de Velázquez 80, Madrid España","(40.4298459, -3.6835556)"
314,43,43,El Rincón Asturiano II,"Calle Delicias, 26 BAJO, 28045 Madrid España",Restaurante de carne,#2.269 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Delicias 26 BAJO , Madrid España,Calle Delicias 26,"Calle Delicias 26, Madrid España","(41.0300316, -3.6256196)"
315,44,44,La Taberna De El Pimiento Verde,"Calle Conde de Miranda, 4, 28005 Madrid España",Mediterránea,#430 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Conde de Miranda 4 , Madrid España,Calle Conde de Miranda 4,"Calle Conde de Miranda 4, Madrid España","(40.4150505, -3.7093711)"
316,45,45,Restaurante Viavelez,"Avenida General Peron 10, 28020 Madrid España",Mediterránea,#1.380 de 10.409 restaurantes en Madrid,€€€€,Avenida General Peron 10 , Madrid España,Avenida General Peron 10,"Avenida General Peron 10, Madrid España","Avenida General Peron 10, Madrid España"
317,46,46,Sanlucar,"Calle San Isidro Labrador 14, 28005 Madrid España",Bar,#767 de 10.409 restaurantes en Madrid,€€ - €€€,Calle San Isidro Labrador 14 , Madrid España,Calle San Isidro Labrador 14,"Calle San Isidro Labrador 14, Madrid España","(40.4860173, -3.3634997)"
318,47,47,Marian Madrid,"Plaza Tirso de Molina 7, 28012 Madrid España",Española,#10.375 de 10.409 restaurantes en Madrid,Europea,Plaza Tirso de Molina 7 , Madrid España,Plaza Tirso de Molina 7,"Plaza Tirso de Molina 7, Madrid España","(40.30438755, -3.7373042719728495)"
319,48,48,La Giralda,"Calle Claudio Coello, 24, 28001 Madrid España",Mediterránea,#958 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Claudio Coello 24 , Madrid España,Calle Claudio Coello 24,"Calle Claudio Coello 24, Madrid España","(40.5938943, -4.1466444)"
320,49,49,Goiko - Conde de Peñalver,"Calle Conde de Penalver, 41, 28006 Madrid España",Americana,#1.362 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Conde de Penalver 41 , Madrid España,Calle Conde de Penalver 41,"Calle Conde de Penalver 41, Madrid España","Calle Conde de Penalver 41, Madrid España"
321,50,50,El Espejo Nouveau,"Paseo Recoletos 31, 28004 Madrid España",Café,#9.689 de 10.409 restaurantes en Madrid,€€ - €€€,Paseo Recoletos 31 , Madrid España,Paseo Recoletos 31,"Paseo Recoletos 31, Madrid España","(40.4237417, -3.6916296)"
